Company_name	Company_ID	Big3Share	Position	Exchange	TypeEnt	Assets	MarketCap	Revenue	Country
COGNIZANT TECHNOLOGY SOLUTIONS CORP	US133728359	15.7	1	NASDAQ National Market	Industrial company	7.115976462706059	7.577981104950604	7.093981738892727	US
COHEN & STEERS MLP INCOME & ENERGY OPPORTUNITY FUND	US*S00166886	0.0	101	New York Stock Exchange (NYSE)	Industrial company		5.424850614488698		US
COHEN & STEERS, INC.	US141904657	6.46	4	New York Stock Exchange (NYSE)	Financial company	5.48475952096046	6.249877527503407	5.516741565242906	US
COHERENT INC	US941622541	18.27	1	NASDAQ National Market	Industrial company	5.986300470632776	6.368179553474957	5.904423934663984	US
COHERUS BIOSCIENCES, INC.	US273615821	6.5500000000000025	8	NASDAQ National Market	Industrial company	5.327123840812123	5.884139747149363	4.477728841782553	US
COHU INC	US951934119	15.45	1	NASDAQ National Market	Industrial company	5.538255687679346	5.501702691990101	5.43080847747891	US
COLFAX CORPORATION	US541887631	10.91	1	New York Stock Exchange (NYSE)	Industrial company	6.8282034542473955	6.516759139848996	6.598468112181337	US
COLGATE PALMOLIVE CO	US131815595	19.16	1	New York Stock Exchange (NYSE)	Industrial company	7.076822459731082	7.799603231944647	7.205041906347216	US
COLLECTORS UNIVERSE INC	US330846191	11.7	1	NASDAQ National Market	Industrial company	4.507896332029873	5.23911170317157	4.7901795690701485	US
COLLEGIUM PHARMACEUTICAL, INC.	US030416362	3.87	12	NASDAQ National Market	Industrial company	4.989979014004387	5.59168442612358	0.0	US
COLONY BANKCORP INC	US581492391	0.98	11	NASDAQ National Market	Bank		4.911285480312763	4.57404284875949	US
COLONY CAPITAL, INC.	US270419483	13.87	1	New York Stock Exchange (NYSE)	Financial company	7.001703908111205	6.315846543395243	5.925300228186689	US
COLUCID PHARMACEUTICALS, INC.	US203419541	0.39	12	NASDAQ National Market	Industrial company	4.81517248340227	4.983337563479444	0.0	US
COLUMBIA BANKING SYSTEM, INC	US911422237	19.050000000000004	1	NASDAQ National Market	Bank	6.951905422141171	6.248469844687295	5.61972447794821	US
COLUMBIA PIPELINE GROUP, INC.	US471982552	18.98	1	New York Stock Exchange (NYSE)	Industrial company	7.001543386107801	7.009546498052676	6.125449058398729	US
COLUMBIA PIPELINE PARTNERS L.P.	US510658510	0.53	25	New York Stock Exchange (NYSE)	Industrial company	6.961990334841774	5.884573347057294	6.124439336652275	US
COLUMBIA PROPERTY TRUST, INC.	US200068852	19.83	1	New York Stock Exchange (NYSE)	Financial company	6.67007126501183	6.405207664370439	5.7528670703486	US
COLUMBIA SPORTSWEAR CO	US930498284	5.81	3	NASDAQ National Market	Industrial company	6.266267925595975	6.570343725815038	6.366643504134016	US
COLUMBUS MCKINNON CORP	US160547600	10.88	2	NASDAQ National Market	Industrial company	5.753065733659725	5.482906440172036	5.763161344763108	US
COM/TECH COMMUNICATION TECHNOLOGIES INC	US133146673	0.0	100	NASDAQ National Market	Industrial company	3.62283547952152	0.0	3.011993114659257	US
COMBIMATRIX CORPORATION	US470899439	0.44	9	NASDAQ National Market	Industrial company	3.8988896559265864	3.6572471298837166	4.003848122034298	US
COMCAST CORPORATION	US270000798	12.18	2	NASDAQ National Market	Industrial company	8.221607217338713	8.181924153526682	7.8722145692262595	US
COMERICA INCORPORATED	US381998421	19.24	1	New York Stock Exchange (NYSE)	Bank	7.856589948287763	6.915468324858551	6.381476270704773	US
COMFORT SYSTEMS USA INC	US760526487	24.13000000000001	1	New York Stock Exchange (NYSE)	Industrial company	5.839851844809723	6.072245852514828	6.1987999958002	US
COMMAND SECURITY CORP	US141626307	0.11	15	NYSE MKT	Industrial company	4.563338670413006	4.385391754215386	5.143595554035172	US
COMMERCE BANCSHARES, INC.	US430889454	19.07	1	NASDAQ National Market	Bank	7.3910227162952	6.676266694105368	6.036707125189515	US
COMMERCE UNION BANCSHARES, INC.	US371641316	0.0	117	NASDAQ National Market	Bank	4.995038177870503	5.066988976188399	3.6659560294539566	US
COMMERCIAL METALS CO	US750725338	22.18	1	New York Stock Exchange (NYSE)	Industrial company	6.537263472277028	6.294756246834599	6.77710696528803	US
COMMERCIAL VEHICLE GROUP, INC.	US411990662	10.64	2	NASDAQ National Market	Industrial company	5.6375327565578	5.033813641210249	5.916633946047337	US
COMMSCOPE HOLDING COMPANY, INC.	US274332098	8.27	3	NASDAQ National Market	Industrial company	6.875213645065542	6.775103851928546	6.580677437080112	US
COMMUNICATIONS SALES & LEASING, INC.	US465230630	14.33	2	NASDAQ National Market	Industrial company	6.405284362476228	6.577139510804694	5.67789425842667	US
COMMUNICATIONS SYSTEMS INC	US410957999	3.54	10	NASDAQ National Market	Industrial company	4.944072860197115	4.781798443044012	5.032098746604171	US
COMMUNITY BANK SYSTEM INC	US161213679	18.55	1	New York Stock Exchange (NYSE)	Bank		6.258923525858457	5.54406928518988	US
COMMUNITY BANKERS TRUST CORPORATION	US202652949	1.4500000000000002	11	NASDAQ National Market	Bank	6.072087328527138	5.052843938028055	4.624828488500072	US
COMMUNITY FINANCIAL CORP	US521652138	0.0	113	NASDAQ National Market	Bank	6.058172738706623	5.019635471001316	4.600199402569663	US
COMMUNITY HEALTH SYSTEMS INC	US133893191	19.71	1	New York Stock Exchange (NYSE)	Industrial company	7.4291221930190705	6.172575495073562	7.2886292570086875	US
COMMUNITY TRUST BANCORP INC	US610979818	10.92	1	NASDAQ National Market	Bank		5.801185478821602	5.243040530361958	US
COMMUNITY WEST BANCSHARES	US770446957	0.0	121	NASDAQ National Market	Bank	4.829232993148065	4.7737864449811935		US
COMMUNITYONE BANCORP	US561456589	4.39	4	NASDAQ National Market	Bank		5.512911087847419	5.051156382825619	US
COMMVAULT SYSTEMS, INC	US223447504	18.26	1	NASDAQ National Market	Industrial company	5.854047210212416	6.302419683691091	5.7746096539868805	US
COMPASS MINERALS INTERNATIONAL, INC.	US363972986	18.17	1	New York Stock Exchange (NYSE)	Industrial company	6.210800177687708	6.42141404603599	6.040879519795922	US
COMPUTER PROGRAMS AND SYSTEMS, INC.	US743032373	16.18	1	NASDAQ National Market	Industrial company	4.967496494295833	5.753685684263182	5.26048877819683	US
COMPUTER SCIENCES CORP	US952043126	20.16	1	New York Stock Exchange (NYSE)	Industrial company	7.0091533744314	6.832407033154655	6.909395599471412	US
COMPUTER TASK GROUP INC	US160912632	2.86	8	NASDAQ National Market	Industrial company	5.2123953765948725	5.00623492754309	5.56758975952842	US
COMPX INTERNATIONAL INC	US570981653	0.53	7	NYSE MKT	Industrial company	5.129667339229647	4.433385757417938	5.037406575718464	US
COMSCORE INC	US541955550	14.47	1	NASDAQ National Market	Industrial company		6.099825956999228	5.54406928518988	US
COMSTOCK HOLDING COMPANIES, INC.	US201164345	0.0	109	NASDAQ National Market	Industrial company	4.766999937510079	3.7623033632877685	4.788005657062788	US
COMSTOCK MINING, INC.	US650955118	0.0	114	NYSE MKT	Industrial company	4.635624467596263	4.799092310245964	4.267030853292765	US
COMSTOCK RESOURCES INC	US941667468	4.6	7	New York Stock Exchange (NYSE)	Industrial company	6.077677071032844	4.576939964334893	5.402128923939755	US
COMTECH TELECOMMUNICATIONS CORP	US112139466	19.9	1	NASDAQ National Market	Industrial company	5.6756665468501	5.575669229100256	5.487548427436712	US
CONAGRA FOODS, INC.	US470248710	19.56	1	New York Stock Exchange (NYSE)	Industrial company	7.24408408288324	7.29590193833585	7.199546781064546	US
CONATUS PHARMACEUTICALS INC.	US203183915	2.4	11	NASDAQ National Market	Industrial company	4.599096702210489	4.671700342816553	0.0	US
CONCERT PHARMACEUTICALS, INC.	US204839882	9.17	3	NASDAQ National Market	Industrial company	5.1671193458813836	5.474433357048485	4.219453537076811	US
CONCHO RESOURCES INC.	US760818600	14.93	2	New York Stock Exchange (NYSE)	Industrial company	7.101811560514672	7.206128800266545	6.256133965968133	US
CONCURRENT COMPUTER CORP	US042735766	10.37	1	NASDAQ National Market	Industrial company	4.76178505378931	4.787559649535511	4.809290301176316	US
CONDOR HOSPITALITY TRUST, INC.	US521889548	0.36	6	NASDAQ National Market	Financial company	5.157976280880911	3.9883805652220086	4.7584728363924	US
CONE MIDSTREAM PARTNERS LP	US471054194	0.12	35	New York Stock Exchange (NYSE)	Industrial company	5.96587215175486	5.655420826560477	5.308402189750363	US
CONFORMIS, INC.	US562463152	3.37	10	NASDAQ National Market	Industrial company	5.202406572639379	5.488557766678315	4.82534821042491	US
CONIFER HOLDINGS, INC.	US*S00181643	0.39	16	NASDAQ National Market	Industrial company	5.2502442970925385	4.688784547370221	4.971975908849524	US
CONMED CORP	US160977505	19.680000000000003	1	NASDAQ National Market	Industrial company	6.042063743635918	6.039993584963579	5.856830958731984	US
CONN'S, INC.	US061672840	12.38	6	NASDAQ National Market	Industrial company	6.306489577143072	5.533820338879159	6.207682559824868	US
CONNECTICUT WATER SERVICE INC	US060739839	12.510000000000002	1	NASDAQ National Market	Industrial company	5.855227711112639	5.735142810754519	4.982461195324181	US
CONNECTURE, INC.	US582488736	2.78	8	NASDAQ National Market	Industrial company	4.917452991929664	4.460175923518029	4.9815830551585165	US
CONOCOPHILLIPS	US010562944	16.9	1	New York Stock Exchange (NYSE)	Industrial company	7.988933345467175	7.73955422078126	7.469173785903777	US
CONSOL ENERGY INC.	US510337383	25.79000000000001	1	New York Stock Exchange (NYSE)	Industrial company	7.038616307718076	6.532255864243347	6.398110566049253	US
CONSOLIDATED COMMUNICATIONS HOLDINGS, INC.	US020636095	10.49	2	NASDAQ National Market	Industrial company	6.330114737817982	6.0952045819245715	5.889715066145869	US
CONSOLIDATED EDISON, INC.	US133965100	20.31	1	New York Stock Exchange (NYSE)	Industrial company	7.659364676153901	7.330180287460008	7.0987821589088025	US
CONSOLIDATED-TOMOKA LAND CO.	US590483700	9.81	3	NYSE MKT	Financial company	5.606762817692669	5.453027693687723	4.633458355590472	US
CONSTELLATION BRANDS, INC.	US160716709	16.67	3	New York Stock Exchange (NYSE)	Industrial company	7.229553889580575	7.4447212682803015	6.816135266151467	US
CONSUMER PORTFOLIO SERVICES INC	US330459135	9.25	3	NASDAQ National Market	Financial company	6.331003526174817	4.986834411421061	5.560684786170851	US
CONTAINER STORE GROUP, INC. (THE)	US260565401	4.6400000000000015	3	New York Stock Exchange (NYSE)	Industrial company	5.882962027168803	5.395455700946642	5.900165503667148	US
CONTANGO OIL & GAS CO	US954079863	10.32	2	NYSE MKT	Industrial company	5.619882903127139	5.3396163822555565	5.066348291883862	US
CONTINENTAL BUILDING PRODUCTS, INC.	US617178923	14.2	2	New York Stock Exchange (NYSE)	Industrial company	5.802752522996578	5.972060673955425	5.624986092940374	US
CONTINENTAL MATERIALS CORP	US362274391	0.0	110	NYSE MKT	Industrial company	4.879417035374979	4.405687786672778	5.136200370370391	US
CONTINENTAL RESOURCES, INC.	US730767549	3.0500000000000003	3	New York Stock Exchange (NYSE)	Industrial company	7.173763263433098	7.195334425304711	6.428162017605731	US
CONTRAFECT CORPORATION	US392072586	0.18	14	NASDAQ National Market	Industrial company	4.554634506217325	4.924832142466898	0.0	US
CONTRAVIR PHARMACEUTICALS, INC.	US462783806	0.26	7	NASDAQ National Market	Industrial company	3.730620797887283	4.467326869904469	0.0	US
CONTROL4 CORPORATION	US421583209	5.1	8	NASDAQ National Market	Industrial company	5.151872201060494	5.265932810554204	5.212666928793423	US
CONVERGYS CORP	US311598292	18.66	1	New York Stock Exchange (NYSE)	Industrial company	6.372286057633824	6.433773033135785	6.469910485266131	US
COOPER COMPANIES INC	US942657368	18.28	1	New York Stock Exchange (NYSE)	Industrial company	6.649321712828193	6.895618265970396	6.25456281918675	US
COOPER TIRE & RUBBER CO	US344297750	17.93	1	New York Stock Exchange (NYSE)	Industrial company	6.386708838694309	6.246712474772824	6.473180593173752	US
COOPER-STANDARD HOLDINGS INC.	US201945088	11.55	3	New York Stock Exchange (NYSE)	Industrial company	6.3625377005292965	6.168608547352774	6.524111043091518	US
COPART INC	US942867490	16.05	1	NASDAQ National Market	Industrial company	6.255261165043783	6.727989796287797	6.0592149338145465	US
COPSYNC, INC.	US980513637	0.0	110	NASDAQ National Market	Financial company	3.9945371042984976	4.17730558434186	3.7877437716464666	US
CORBUS PHARMACEUTICALS HOLDINGS, INC.	US464348039	1.84	7	NASDAQ National Market	Industrial company	4.109780968013576	5.052382245926455	2.812244696800369	US
CORCEPT THERAPEUTICS INCORPORATED	US770487658	7.399999999999999	6	NASDAQ National Market	Industrial company	4.715192460850222	5.772983647815279	4.701455727442196	US
CORDIA BANCORP, INC.	US264700031	0.0	120	NASDAQ National Market	Bank	4.443169075796116	4.533110838105354	3.1455071714096627	US
CORE MOLDING TECHNOLOGIES, INC.	US311481870	8.52	3	NYSE MKT	Industrial company	5.145519597397329	4.989925678892484	5.299003634828229	US
CORE-MARK HOLDING COMPANY, INC.	US201489747	19.04	1	NASDAQ National Market	Industrial company	6.032337062977899	6.299740617545979	7.044124120478263	US
CORELOGIC INC	USFEI1015578	16.37	1	New York Stock Exchange (NYSE)	Insurance company		6.521787339326635	6.477121399484465	US
CORESITE REALTY CORP	US271925611	24.72	1	New York Stock Exchange (NYSE)	Financial company	6.065409399063567	6.370990421585684	5.522826192468518	US
CORINDUS VASCULAR ROBOTICS, INC.	US300687898	2.19	10	NYSE MKT	Industrial company	4.673389578188305	5.139768925279731	3.436162647040756	US
CORMEDIX INC.	US205894890	8.68	1	NYSE MKT	Industrial company	4.569409026347427	5.010719628351769	2.3242824552976926	US
CORNERSTONE ONDEMAND, INC.	US134068197	13.04	1	NASDAQ National Market	Industrial company	5.746842734743293	6.3372433582836765	5.531034176225161	US
CORNING INC	US160393470	16.6	1	New York Stock Exchange (NYSE)	Industrial company	7.455560490250409	7.343514938614878	6.959566094304974	US
CORPORATE OFFICE PROPERTIES TRUST	US232947217	27.38000000000001	1	New York Stock Exchange (NYSE)	Financial company	6.59210044370697	6.406682537565265	5.796204401006304	US
CORRECTIONS CORPORATION OF AMERICA	US621763875	24.54	1	New York Stock Exchange (NYSE)	Industrial company	6.5258244109086885	6.5970669788607434	6.253601604105727	US
CORVEL CORP	US330282651	10.71	3	NASDAQ National Market	Industrial company	5.3399579883119195	5.97488549483428	5.692517329465217	US
CORVUS PHARMACEUTICALS, INC.	US464670809	0.0	103	NASDAQ National Market	Industrial company	4.9932598314367365	5.46844186041893	0.0	US
COSI, INC.	US061393745	0.26	16	NASDAQ National Market	Industrial company	4.615550274725666	4.409510452269316	4.953716211799969	US
COSTAR GROUP INC	US522091509	11.36	1	NASDAQ National Market	Industrial company	6.317973961325805	6.827481386695448	5.852336628398668	US
COSTCO WHOLESALE CORP	US911223280	16.119999999999994	1	NASDAQ National Market	Industrial company	7.518737622884938	7.815918595469403	8.065202394301709	US
COTY INC.	US133823358	2.4000000000000004	4	New York Stock Exchange (NYSE)	Industrial company	6.779517200027348	6.305925033107166	6.6429787408875605	US
COUNTERPATH CORPORATION	US200004161	0.0	109	NASDAQ National Market	Industrial company	4.153021743626138	3.9888264070452757	4.079325986752815	US
COUNTY BANCORP, INC.	US391850431	2.03	10	NASDAQ National Market	Bank	5.946889287237756	5.102879434869378	4.523434286746437	US
COUSINS PROPERTIES INCORPORATED	US580869052	29.82	1	New York Stock Exchange (NYSE)	Financial company	6.414191080838436	6.357470589577558	5.5816584390289625	US
COVANTA HOLDING CORP	US956021257	11.21	1	New York Stock Exchange (NYSE)	Insurance company		6.338440954349732	6.477121399484465	US
COVENANT TRANSPORTATION GROUP, INC.	US880320154	7.2	2	NASDAQ National Market	Industrial company	5.811188794656254	5.526125955395739	5.859883107017501	US
COVISINT CORPORATION	US262318591	6.41	9	NASDAQ National Market	Industrial company	5.085800583592972	4.914205599934699	4.947114991623796	US
COWEN GROUP INC	US270423711	18.25	1	NASDAQ National Market	Bank	6.25344826141264	5.5459809253751935	5.681971685132268	US
CPI AEROSTRUCTURES INC	US112520310	2.98	11	NYSE MKT	Industrial company	5.067122953372471	4.751271403658306	5.000885058290252	US
CPI CARD GROUP INC.	US260344657	2.0	12	NASDAQ National Market	Industrial company	5.447706756851616	5.365158395078887	5.573000477963155	US
CPS TECHNOLOGIES CORP.	US042832409	0.0	105	NASDAQ National Market	Industrial company	4.132355761753956	4.375828157537214	4.337718762057449	US
CRA INTERNATIONAL, INC.	US042372210	8.96	2	NASDAQ National Market	Financial company	5.496539437653453	5.324998142427288	5.482244544154396	US
CRACKER BARREL OLD COUNTRY STORE, INC.	US621749513	20.78	1	NASDAQ National Market	Industrial company	6.197613802956021	6.563162367193473	6.453667623106455	US
CRAFT BREW ALLIANCE, INC.	US911141254	4.91	6	NASDAQ National Market	Industrial company	5.279518656438449	5.268453936890253	5.309989801654053	US
CRANE CO.	US131952290	14.19	1	New York Stock Exchange (NYSE)	Industrial company	6.523343322090365	6.523466815975336	6.437829964880907	US
CRAWFORD & CO	US580506554	7.29	2	New York Stock Exchange (NYSE)	Financial company	5.893987447793659	5.308980368720045	6.093954069929235	US
CRAY INC.	US930962605	12.68	1	NASDAQ National Market	Industrial company	5.841469594573446	6.129676038370977	5.8601522685284575	US
CREDIT ACCEPTANCE CORPORATION	US381999511	5.76	8	NASDAQ National Market	Financial company	6.52796496444798	6.578294731718702	5.916612371335226	US
CREE INC	US561572719	16.71	1	NASDAQ National Market	Industrial company	6.46953248798187	6.383149955218586	6.212854786126042	US
CRESTWOOD EQUITY PARTNERS LP	US431918951	0.0	135	New York Stock Exchange (NYSE)	Industrial company	6.760633622861925	6.173360242826905	6.420418034241649	US
